session_id_raw,time_start,time_end,n_samples,soc_start,soc_end,delta_soc,charge_throughput_ah,capacity_ah_raw,duration_min,bms_available_capacity_at_max_soc,bms_available_energy_at_max_soc,bms_full_capacity_proxy_diag,mean_current,max_current,mean_temperature,max_temperature,capacity_ah_clean,capacity_ah_smooth,capacity_outlier_flag,bms_jump_flag_diag,soh_raw_percent,soh_clean_percent,soh_smooth_percent
5,2019-07-24T17:10:53,2019-07-24T19:04:46,855,14.4,88.4,74.0,98.91951899166665,133.6750256644144,113.88333129882812,120.16,39.97,135.92760180995475,-52.11638428070175,-52.10001,34.95087719298245,38.0,133.6750256644144,133.6750256644144,0,0,99.51823720310769,99.51823720310769,99.51823720310769
6,2019-07-25T02:31:05,2019-07-25T03:51:56,607,32.4,59.2,26.800000000000004,35.16676345277778,131.21926661484244,80.8499984741211,80.37,26.73,135.76013513513513,-26.095561861614502,-23.39999,34.51482701812191,36.0,131.21926661484244,132.44714613962842,0,0,97.68997638629276,97.68997638629276,98.60410679470021
7,2019-07-25T03:55:00,2019-07-25T04:30:46,270,58.4,70.0,11.600000000000001,15.54517262777778,134.01010886015325,35.766666412353516,95.05,31.62,135.78571428571428,-26.05556555555556,-14.10001,35.0,36.0,134.01010886015325,133.6750256644144,0,0,99.76769957493495,99.76769957493495,99.51823720310769
8,2019-07-25T22:10:09,2019-07-25T23:48:49,741,6.8,94.0,87.2,116.59910938888889,133.7145749872579,98.66666412353516,127.71,42.48,135.86170212765958,-70.89514064777327,-47.30002,40.9136302294197,45.0,133.7145749872579,133.69480032583613,0,0,99.54768083981095,99.54768083981095,99.53295902145932
9,2019-07-26T21:10:00,2019-07-26T22:57:48,809,6.0,97.6,91.6,123.28531584583334,134.59095616357354,107.80000305175781,132.7,44.14,135.96311475409834,-68.61052025957973,-48.0,42.63967861557478,46.0,134.59095616357354,133.7145749872579,0,0,100.20012814140242,100.20012814140242,99.54768083981095
10,2019-07-27T10:54:36,2019-07-27T12:24:56,678,45.6,96.0,50.4,68.0237928777778,134.96784301146388,90.33333587646484,130.47,43.4,135.90625,-45.16343185840709,-20.20001,37.53982300884956,39.0,134.96784301146388,133.86234192370557,0,0,100.48071245055561,100.48071245055561,99.65769020737295
11,2019-07-28T00:55:21,2019-07-28T01:16:07,158,34.4,46.0,11.600000000000001,15.576555711111112,134.28065268199234,20.766666412353516,62.38,20.75,135.6086956521739,-45.00443082278481,-45.0,39.677215189873415,41.0,134.28065268199234,134.01010886015325,0,0,99.9691137441247,99.9691137441247,99.76769957493495
12,2019-07-28T01:16:31,2019-07-28T01:52:00,267,46.0,65.6,19.599999999999994,26.61294448888889,135.78032902494334,35.483333587646484,89.03,29.61,135.71646341463418,-45.00074913857678,-45.0,40.98876404494382,43.0,135.78032902494334,134.14538077107278,0,0,101.08559115105903,101.08559115105903,99.86840665952982
13,2019-07-28T19:27:38,2019-07-28T20:27:48,452,40.8,74.8,34.0,45.3263434388889,133.31277482026147,60.16666793823242,101.62,33.8,135.85561497326205,-45.200895044247794,-45.20001,37.392699115044245,39.0,133.31277482026147,134.01010886015325,0,0,99.24854909004205,99.24854909004205,99.76769957493495
14,2019-07-28T20:28:20,2019-07-28T20:50:19,167,75.2,87.6,12.399999999999991,16.56078144166667,133.55468904569904,21.983333587646484,119.07,39.61,135.9246575342466,-45.200010000000006,-45.20001,38.0,39.0,133.55468904569904,133.86234192370557,0,0,99.42864912855141,99.42864912855141,99.65769020737295
15,2019-07-29T04:35:11,2019-07-29T08:45:19,1877,21.2,99.6,78.39999999999999,106.02680159166668,135.23826733630955,250.13333129882812,135.34,45.02,135.8835341365462,-25.43081284496537,-14.39999,34.9706979222163,37.0,135.23826733630955,134.01010886015325,0,0,100.68203765675412,100.68203765675412,99.76769957493495
16,2019-07-29T23:13:15,2019-07-29T23:54:04,307,12.8,50.4,37.599999999999994,50.50285664861111,134.31610810800828,40.81666564941406,68.46,22.77,135.83333333333331,-74.23877609120521,-74.20001,34.90879478827362,39.0,134.31610810800828,134.14538077107278,0,0,99.99550956098618,99.99550956098618,99.86840665952982
29,2019-07-29T23:59:41,2019-07-30T01:07:43,511,55.6,99.6,43.99999999999999,60.16863840416667,136.74690546401519,68.03333282470703,135.34,45.02,135.8835341365462,-53.043064657534245,-14.60001,39.15068493150685,41.0,136.74690546401519,134.28065268199234,0,0,101.805186923421,101.805186923421,99.9691137441247
30,2019-07-30T14:30:03,2019-07-30T16:15:35,792,18.8,99.6,80.8,108.90604313333334,134.78470684818484,105.53333282470703,135.34,45.02,135.8835341365462,-61.89735720959596,-15.10001,39.74558080808081,43.0,134.78470684818484,134.29838039500032,0,0,100.34437143960697,100.34437143960697,99.98231165255544
31,2019-07-31T05:18:42,2019-07-31T07:26:18,958,0.4,72.4,72.0,96.12546574444445,133.50759131172842,127.5999984741211,98.32999,32.71,135.8149033149171,-45.200114405010446,-45.10001,37.86586638830898,41.0,133.50759131172842,134.28065268199234,0,0,99.39358585897118,99.39358585897118,99.9691137441247
32,2019-07-31T07:27:53,2019-07-31T08:28:27,455,72.0,99.6,27.599999999999994,37.560982327777786,136.09051568035432,60.56666564941406,135.34,45.02,135.8835341365462,-37.18110892307693,-14.60001,39.5,41.0,136.09051568035432,134.29838039500032,0,0,101.31651857371706,101.31651857371706,99.98231165255544
33,2019-07-31T23:05:19,2019-07-31T23:54:17,368,27.6,55.6,28.0,36.807841494444446,131.456576765873,48.96666717529297,75.43999,25.09,135.68343525179853,-45.10164043478261,-45.10001,30.748641304347824,33.0,131.456576765873,134.28065268199234,0,0,97.86664878851285,97.86664878851285,99.9691137441247
40,2019-07-31T23:59:21,2019-08-01T01:19:16,601,58.4,99.2,40.800000000000004,54.90348554166666,134.56736652369278,79.91666412353516,134.86,44.86,135.9475806451613,-41.20566723793677,-14.60001,32.95257903494176,34.0,134.56736652369278,134.29838039500032,0,0,100.1825661520516,100.1825661520516,99.98231165255544
41,2019-08-01T13:00:48,2019-08-01T14:30:46,676,23.6,74.8,51.199999999999996,67.47688907777777,131.7907989800347,89.96666717529297,101.58,33.79,135.80213903743316,-45.00133149408285,-45.0,31.434171597633135,34.0,131.7907989800347,134.28065268199234,0,0,98.1154701777153,98.1154701777153,99.9691137441247
42,2019-08-01T20:21:47,2019-08-01T21:47:42,645,39.2,99.6,60.39999999999999,82.52411287361113,136.62932594968734,85.91666412353516,135.34,45.02,135.8835341365462,-57.60621248062016,-15.10001,33.0984496124031,35.0,136.62932594968734,134.29838039500032,0,0,101.71765145492981,101.71765145492981,99.98231165255544
43,2019-08-02T14:06:55,2019-08-02T15:35:22,664,22.8,96.4,73.60000000000001,98.4905814611111,133.81872481129224,88.44999694824219,131.09,43.6,135.98547717842322,-66.7612939307229,0.0,34.19277108433735,37.0,133.81872481129224,134.28065268199234,0,0,99.62521818713064,99.62521818713064,99.9691137441247
44,2019-08-02T21:18:51,2019-08-02T22:20:05,460,62.0,99.6,37.599999999999994,51.553851656944445,137.11130759825653,61.233333587646484,135.34,45.02,135.8835341365462,-50.505004326086954,-14.5,35.85108695652174,37.0,137.11130759825653,134.29838039500032,0,0,102.07647662658357,102.07647662658357,99.98231165255544
45,2019-08-03T05:55:32,2019-08-03T08:43:19,1259,46.8,99.6,52.8,71.9650006125,136.29734964488637,167.78334045410156,135.34,45.02,135.8835341365462,-25.724230754567117,-10.5,32.86378077839555,34.0,136.29734964488637,134.31610810800828,0,0,101.47050209787689,101.47050209787689,99.99550956098618
46,2019-08-03T22:04:02,2019-08-03T23:52:46,816,18.4,99.6,81.19999999999999,109.39680344722223,134.72512739805697,108.73332977294922,135.32,45.02,135.86345381526104,-60.341910588235294,-14.39999,35.33639705882353,38.0,134.72512739805697,134.44173731585053,0,0,100.3000157956055,100.3000157956055,100.0890378565189
47,2019-08-04T16:48:07,2019-08-04T17:50:18,467,26.0,56.8,30.799999999999997,40.5941214638889,131.79909566197693,62.18333435058594,77.08,25.64,135.70422535211267,-39.13812561027837,-10.5,37.23661670235546,39.0,131.79909566197693,134.31610810800828,0,0,98.12164688243199,98.12164688243199,99.99550956098618
48,2019-08-04T21:17:17,2019-08-04T22:34:40,581,34.0,96.8,62.8,84.96758279166666,135.298698712845,77.38333129882812,131.58,43.77,135.92975206611573,-65.87056757314976,-47.70001,39.322719449225474,42.0,135.298698712845,134.44173731585053,0,0,100.72702754199764,100.72702754199764,100.0890378565189
49,2019-08-05T17:23:24,2019-08-05T18:11:58,365,45.6,88.8,43.199999999999996,58.148404212500004,134.6027875289352,48.56666564941406,120.68,40.14,135.9009009009009,-71.80301545205478,-46.30002,40.07123287671233,42.0,134.6027875289352,134.56736652369278,0,0,100.2089363433732,100.2089363433732,100.1825661520516
50,2019-08-06T02:25:35,2019-08-06T05:51:16,1543,31.6,89.6,57.99999999999999,77.11736111111111,132.96096743295018,205.68333435058594,121.74,40.5,135.87053571428572,-22.491898898250163,-10.0,36.229747245625404,38.0,132.96096743295018,134.44173731585053,0,0,98.98663591032705,98.98663591032705,100.0890378565189
51,2019-08-06T15:32:55,2019-08-06T16:30:33,434,33.6,86.0,52.4,70.52422889583333,134.5882230836514,57.63333511352539,116.83,38.86,135.84883720930233,-73.4202689861751,-73.30002,37.425115207373274,40.0,134.5882230836514,134.56736652369278,0,0,100.19809342104509,100.19809342104509,100.1825661520516
52,2019-08-07T01:09:01,2019-08-07T01:50:26,311,21.6,42.4,20.799999999999997,27.88721531944444,134.07315057425214,41.41666793823242,57.5,19.13,135.61320754716982,-40.39999,-40.39999,35.242765273311896,38.0,134.07315057425214,134.44173731585053,0,0,99.81463280143856,99.81463280143856,100.0890378565189
53,2019-08-07T01:50:58,2019-08-07T03:38:26,806,42.4,96.8,54.4,72.36087097777778,133.01630694444444,107.46666717529297,131.62,43.78,135.9710743801653,-40.39999,-40.39999,37.77357320099256,39.0,133.01630694444444,134.31610810800828,0,0,99.02783500944237,99.02783500944237,99.99550956098618
54,2019-08-07T13:16:11,2019-08-07T15:07:30,836,19.2,81.6,62.39999999999999,83.85668525277778,134.38571354611827,111.31666564941406,110.83,36.87,135.82107843137257,-45.19905308612441,-45.10001,38.87918660287081,41.0,134.38571354611827,134.35091082706327,0,0,100.04732934157741,100.04732934157741,100.02141945128179
55,2019-08-07T23:40:57,2019-08-07T23:54:41,104,33.2,45.6,12.399999999999999,16.809220733333333,135.55823172043011,13.733333587646484,61.89,20.59,135.7236842105263,-73.43941663461538,-73.39999,37.0,39.0,135.55823172043011,134.38571354611827,0,0,100.92024439220968,100.92024439220968,100.04732934157741
61,2019-08-07T23:59:53,2019-08-08T01:15:00,564,50.8,99.6,48.8,66.99102795972223,137.27669663877506,75.11666870117188,135.34,45.02,135.8835341365462,-53.48494030141845,-14.10001,39.0531914893617,41.0,137.27669663877506,134.47654003490553,0,0,102.19960527895009,102.19960527895009,100.11494774681451
62,2019-08-08T14:19:27,2019-08-08T15:53:02,704,22.0,98.0,76.0,101.82500939861112,133.98027552448832,93.58333587646484,133.18,44.3,135.8979591836735,-65.27101985795456,-14.30002,41.80823863636363,44.0,133.98027552448832,134.38571354611827,0,0,99.7454892857616,99.7454892857616,100.04732934157741
64,2019-08-09T00:49:24,2019-08-09T04:15:57,1550,24.0,88.0,64.0,85.4157552236111,133.46211753689235,206.5500030517578,119.57,39.77,135.875,-24.812844264516126,-23.0,40.560645161290324,43.0,133.46211753689235,134.35091082706327,0,0,99.35973159271491,99.35973159271491,100.02141945128179
65,2019-08-09T13:41:19,2019-08-09T15:24:52,777,20.0,87.2,67.2,89.91303085694443,133.7991530609292,103.55000305175781,118.47,39.4,135.86009174311926,-52.098336731016715,-52.0,41.57078507078507,44.0,133.7991530609292,134.31610810800828,0,0,99.61064743178254,99.61064743178254,99.99550956098618
66,2019-08-09T23:21:15,2019-08-09T23:55:01,254,22.0,38.8,16.799999999999997,22.61333903888889,134.60320856481482,33.766666412353516,52.61,17.5,135.59278350515464,-40.16221488188977,-30.30002,41.318897637795274,43.0,134.60320856481482,134.35091082706327,0,0,100.20924979570529,100.20924979570529,100.02141945128179
72,2019-08-09T23:59:49,2019-08-10T00:58:15,439,41.2,70.8,29.599999999999994,39.15034307222221,132.2646725412913,58.43333435058594,96.11,31.97,135.74858757062148,-40.20000999999999,-40.20001,42.83371298405467,44.0,132.2646725412913,134.31610810800828,0,0,98.46825904937639,98.46825904937639,99.99550956098618
73,2019-08-10T04:49:33,2019-08-10T06:40:40,834,45.2,99.6,54.39999999999999,75.08865494444446,138.0306157066994,111.11666870117188,135.34,45.02,135.8835341365462,-40.52578804556355,-14.5,39.35251798561151,41.0,138.0306157066994,134.35091082706327,0,0,102.76088212375126,102.76088212375126,100.02141945128179
74,2019-08-10T19:06:59,2019-08-10T21:04:15,880,20.0,86.0,66.0,88.34146404444445,133.8507030976431,117.26667022705078,116.91,38.89,135.94186046511626,-45.20035094318183,-45.20001,40.99090909090909,43.0,133.8507030976431,134.31610810800828,0,0,99.64902534684951,99.64902534684951,99.99550956098618
75,2019-08-10T21:05:52,2019-08-10T21:27:13,162,86.8,98.0,11.200000000000003,15.227170225000005,135.9568770089286,21.350000381469727,133.18,44.3,135.8979591836735,-42.75001000000001,-14.60001,42.0,43.0,135.9568770089286,134.35091082706327,0,0,101.2170274014779,101.2170274014779,100.02141945128179
77,2019-08-11T07:58:06,2019-08-11T10:30:36,1144,20.4,99.6,79.19999999999999,106.38791176111113,134.32817141554438,152.5,135.34,45.02,135.8835341365462,-41.843190804195814,-14.5,38.31424825174825,41.0,134.32817141554438,134.32817141554438,0,0,100.00449043901381,100.00449043901381,100.00449043901381
78,2019-08-11T22:27:47,2019-08-11T23:54:06,648,11.2,89.6,78.39999999999999,104.79536649305558,133.66755930236684,86.31666564941406,121.71,40.48,135.83705357142858,-72.82563064814816,-48.0,40.90972222222222,45.0,133.66755930236684,134.32213976177633,0,0,99.51267865403992,99.51267865403992,100.0
89,2019-08-11T23:59:59,2019-08-12T00:24:40,186,93.2,99.6,6.3999999999999915,9.93177616388889,155.1840025607641,24.683332443237305,135.34,45.02,135.8835341365462,-24.186555215053765,-14.39999,42.18279569892473,44.0,134.38571354611827,134.32817141554438,1,0,115.53121684629713,100.04732934157741,100.00449043901381
90,2019-08-12T06:24:58,2019-08-12T08:52:23,1106,23.2,99.6,76.39999999999999,102.44458114027776,134.08976589041595,147.4166717529297,135.34,45.02,135.8835341365462,-41.68327781193489,-14.39999,41.41048824593128,44.0,134.08976589041595,134.32213976177633,0,0,99.82700255388092,99.82700255388092,100.0
92,2019-08-13T11:16:01,2019-08-13T13:32:15,1048,13.6,90.4,76.80000000000001,102.20210336944444,133.0756554289641,136.23333740234375,122.86,40.87,135.9070796460177,-45.005727910305346,-22.5,36.80057251908397,39.0,133.0756554289641,134.31610810800828,0,0,99.0720187044199,99.0720187044199,99.99550956098618
93,2019-08-14T00:08:58,2019-08-14T02:00:10,835,13.2,69.2,56.0,74.49290742222223,133.02304896825396,111.19999694824219,94.00999,31.27,135.8525867052023,-40.188033952095815,-30.20001,37.90718562874252,40.0,133.02304896825396,134.29838039500032,0,0,99.0328543039693,99.0328543039693,99.98231165255544
95,2019-08-14T14:32:47,2019-08-14T19:11:22,2089,11.2,99.6,88.39999999999999,119.62423953055556,135.32153793049272,278.5833435058594,135.34,45.02,135.8835341365462,-25.76128304451891,-14.5,40.07012924844423,42.0,135.32153793049272,134.31610810800828,0,0,100.74403085782349,100.74403085782349,99.99550956098618
96,2019-08-15T01:52:10,2019-08-15T05:17:14,1538,47.2,99.6,52.39999999999999,72.00188449138889,137.40817651028416,205.06666564941406,135.34,45.02,135.8835341365462,-21.062356488946683,-7.100006,35.60403120936281,38.0,137.40817651028416,134.32213976177633,0,0,102.2974892701836,102.2974892701836,100.0
98,2019-08-15T23:17:25,2019-08-15T23:58:39,310,16.0,38.8,22.799999999999997,30.716284727777783,134.72054705165695,41.233333587646484,52.6,17.5,135.56701030927837,-44.69162303225807,-41.80002,32.54032258064516,35.0,134.72054705165695,134.35694248083132,0,0,100.29660582431698,100.29660582431698,100.02590989029561
99,2019-08-15T23:58:55,2019-08-16T01:39:47,757,39.2,95.6,56.39999999999999,75.14568347777778,133.23702744286842,100.86666870117188,129.91,43.21,135.88912133891213,-44.700010000000006,-44.70001,35.513870541611624,37.0,133.23702744286842,134.35694248083132,0,0,99.19215676519718,99.19215676519718,100.02590989029561
100,2019-08-16T13:20:22,2019-08-16T15:53:17,1147,24.4,99.2,74.80000000000001,100.11043928194445,133.8374856710487,152.9166717529297,134.81,44.85,135.89717741935485,-39.26921659110723,-14.39999,39.347863993025285,42.0,133.8374856710487,134.35694248083132,0,0,99.63918525152505,99.63918525152505,100.02590989029561
101,2019-08-17T01:57:17,2019-08-17T03:58:02,906,35.2,95.2,60.0,79.91595225944445,133.19325376574076,120.75,129.39,43.04,135.91386554621846,-39.69060818763796,-4.899994,33.20640176600441,35.0,133.19325376574076,134.35694248083132,0,0,99.15956818582724,99.15956818582724,100.02590989029561
102,2019-08-21T20:58:41,2019-08-21T23:02:30,929,32.4,99.6,67.19999999999999,90.46969515833334,134.62752255704368,123.81666564941406,135.34,45.02,135.8835341365462,-43.82841799784715,-13.89999,36.772335844994615,38.0,134.62752255704368,134.35694248083132,0,0,100.2273510501016,100.2273510501016,100.02590989029561
103,2019-08-22T18:51:02,2019-08-22T20:24:49,704,49.6,100.0,50.4,68.41046828611113,135.73505612323635,93.78333282470703,136.16,45.29,136.16,-43.701559985795456,0.0,38.01136363636363,39.0,135.73505612323635,134.35694248083132,0,0,101.05188643061067,101.05188643061067,100.02590989029561
104,2019-08-23T12:18:23,2019-08-23T13:59:31,759,21.6,72.4,50.800000000000004,67.25342765555556,132.38863711723533,101.13333129882812,98.36,32.72,135.8563535911602,-39.89985828722003,-39.80002,37.88010540184453,40.0,132.38863711723533,134.35694248083132,0,0,98.5605480615704,98.5605480615704,100.02590989029561
105,2019-08-23T22:53:10,2019-08-24T01:41:48,1265,12.4,100.0,87.6,117.86377824305555,134.54769205828262,168.63333129882812,136.16,45.29,136.16,-41.90830550197628,0.0,37.50909090909091,40.0,134.54769205828262,134.35694248083132,0,0,100.16791892751733,100.16791892751733,100.02590989029561
106,2019-08-24T13:16:43,2019-08-24T14:12:53,422,38.8,88.4,49.60000000000001,66.06015253194444,133.18579139504925,56.16666793823242,120.16,39.97,135.92760180995475,-70.54265379146919,-48.60001,40.105450236966824,42.0,133.18579139504925,134.35694248083132,0,0,99.15401260823985,99.15401260823985,100.02590989029561
107,2019-08-25T08:49:06,2019-08-25T11:21:51,1146,29.2,100.0,70.8,95.58000244444445,135.00000345260517,152.75,136.16,45.29,136.16,-37.52705157068063,0.0,36.69328097731239,39.0,135.00000345260517,134.38571354611827,0,0,100.504655220674,100.504655220674,100.04732934157741
108,2019-08-26T01:38:24,2019-08-26T03:29:25,833,19.2,99.6,80.39999999999999,108.32597039722224,134.73379402639583,111.01667022705078,135.34,45.02,135.8835341365462,-58.52977092436975,-13.70001,34.039015606242494,37.0,134.73379402639583,134.38571354611827,0,0,100.30646791761177,100.30646791761177,100.04732934157741
109,2019-08-26T07:59:34,2019-08-26T08:56:57,431,67.6,99.6,32.0,44.5683165,139.2759890625,57.38333511352539,135.34,45.02,135.8835341365462,-46.586786357308576,-14.70001,32.39675174013921,34.0,139.2759890625,134.46670280220044,0,0,103.68803632037836,103.68803632037836,100.10762413454736
110,2019-08-27T02:06:26,2019-08-27T03:42:22,720,32.4,100.0,67.6,90.7299538388889,134.21590804569365,95.93333435058594,136.16,45.29,136.16,-56.71958920833333,0.0,33.72638888888889,36.0,134.21590804569365,134.38571354611827,0,0,99.9209127279605,99.9209127279605,100.04732934157741
111,2019-08-27T23:51:30,2019-08-28T01:37:02,792,23.6,99.6,76.0,102.74747137777779,135.19404128654972,105.53333282470703,135.34,45.02,135.8835341365462,-58.39760053030304,-15.20001,37.89962121212121,40.0,135.19404128654972,134.38571354611827,0,0,100.64911229550076,100.64911229550076,100.04732934157741
112,2019-08-28T23:17:27,2019-08-28T23:53:53,274,24.8,58.4,33.599999999999994,45.08895418888889,134.1933160383598,36.43333435058594,79.38,26.4,135.92465753424656,-74.25403062043796,-74.0,39.30474452554745,42.0,134.1933160383598,134.38571354611827,0,0,99.9040934549993,99.9040934549993,100.04732934157741
121,2019-08-28T23:59:45,2019-08-29T00:59:31,449,64.0,99.6,35.599999999999994,49.43645235277778,138.86643919319604,59.766666412353516,135.34,45.02,135.8835341365462,-49.611366525612475,-14.5,42.46770601336303,44.0,138.86643919319604,134.38571354611827,0,0,103.38313508069416,103.38313508069416,100.04732934157741
122,2019-08-30T01:15:43,2019-08-30T02:15:49,453,44.8,74.8,30.0,40.39508095138889,134.65026983796298,60.099998474121094,101.62,33.8,135.85561497326205,-40.328267439293604,-40.10001,37.007726269315675,39.0,134.65026983796298,134.46670280220044,0,0,100.24428592097223,100.24428592097223,100.10762413454736
123,2019-08-30T13:34:35,2019-08-30T15:37:11,920,33.6,100.0,66.4,89.55216337638889,134.86771592829652,122.5999984741211,136.16,45.29,136.16,-43.80293997826088,0.0,33.18043478260869,35.0,134.86771592829652,134.46670280220044,0,0,100.40616994896581,100.40616994896581,100.10762413454736
124,2019-08-31T02:00:54,2019-08-31T04:27:26,1103,24.8,99.6,74.8,101.19341087499998,135.2853086564171,146.53334045410156,135.34,45.02,135.8835341365462,-41.435639102447865,-14.5,35.1985494106981,37.0,135.2853086564171,134.567957570967,0,0,100.71705892740317,100.71705892740317,100.18300617428122
125,2019-08-31T15:51:23,2019-08-31T17:32:55,762,24.4,99.6,75.19999999999999,100.69773109444446,133.90655730644212,101.53333282470703,135.34,45.02,135.8835341365462,-59.486356955380586,-14.60001,37.65551181102362,40.0,133.90655730644212,134.46670280220044,0,0,99.69060762725248,99.69060762725248,100.10762413454736
126,2019-09-01T18:43:21,2019-09-01T21:09:43,1098,23.6,99.6,76.0,101.21571596944446,133.17857364400587,146.36666870117188,135.34,45.02,135.8835341365462,-41.48170281420766,-14.5,34.41757741347905,36.0,133.17857364400587,134.46670280220044,0,0,99.14863914482109,99.14863914482109,100.10762413454736
127,2019-09-02T02:27:19,2019-09-02T04:13:24,796,48.0,99.6,51.599999999999994,70.44291716666667,136.5172813307494,106.08333587646484,135.34,45.02,135.8835341365462,-39.83015104271357,-14.5,33.778266331658294,36.0,136.5172813307494,134.46670280220044,0,0,101.63423659931729,101.63423659931729,100.10762413454736
128,2019-09-02T23:08:03,2019-09-02T23:57:49,374,24.4,71.2,46.800000000000004,61.55334248333333,131.52423607549855,49.766666412353516,96.8,32.2,135.95505617977526,-74.21043885026738,-74.20001,32.17513368983957,35.0,131.52423607549855,134.38571354611827,0,0,97.91701971749414,97.91701971749414,100.04732934157741
130,2019-09-03T00:00:05,2019-09-03T00:34:38,260,73.2,97.6,24.39999999999999,32.42650703611111,132.89552063979968,34.54999923706055,132.61,44.11,135.87090163934428,-56.27078146153847,-14.70001,35.04615384615385,36.0,132.89552063979968,134.35694248083132,0,0,98.9379121531962,98.9379121531962,100.02590989029561
131,2019-09-03T06:13:01,2019-09-03T07:17:20,483,62.8,99.6,36.8,50.67507978472222,137.70402115413648,64.31666564941406,135.34,45.02,135.8835341365462,-47.26543405797103,-13.89999,33.53105590062112,35.0,137.70402115413648,134.38571354611827,0,0,102.51773936773046,102.51773936773046,100.04732934157741
132,2019-09-04T00:32:40,2019-09-04T02:22:45,826,20.0,99.6,79.6,107.222998475,134.70225939070352,110.08333587646484,135.34,45.02,135.8835341365462,-58.42457544794189,-15.0,36.017554479418884,39.0,134.70225939070352,134.38571354611827,0,0,100.28299104645097,100.28299104645097,100.04732934157741
133,2019-09-04T22:45:48,2019-09-05T00:24:32,741,31.2,99.6,68.39999999999999,92.58315880555556,135.3554953297596,98.73332977294922,135.34,45.02,135.8835341365462,-56.24738051282051,-14.60001,36.14507422402159,38.0,135.3554953297596,134.38571354611827,0,0,100.7693114253659,100.7693114253659,100.04732934157741
134,2019-09-05T13:08:36,2019-09-05T13:26:36,136,8.8,19.2,10.399999999999999,13.495334077777779,129.7628276709402,18.0,25.91,8.61,134.94791666666666,-44.944855441176465,-34.20001,33.4889705882353,34.0,129.7628276709402,134.38571354611827,0,0,96.6056883110095,96.6056883110095,100.04732934157741
136,2019-09-05T16:11:06,2019-09-05T17:38:26,658,22.0,71.6,49.599999999999994,65.5190018888889,132.09476187275988,87.33333587646484,97.24,32.35,135.81005586592178,-45.01322319148936,-45.0,36.48024316109422,39.0,132.09476187275988,134.35694248083132,0,0,98.3417641403221,98.3417641403221,100.02590989029561
137,2019-09-06T02:06:55,2019-09-06T04:37:22,1130,8.0,92.0,84.0,112.84072254444445,134.334193505291,150.4499969482422,124.99,41.57,135.8586956521739,-45.00132756637168,-45.0,35.84557522123894,39.0,134.334193505291,134.35995352570464,0,0,100.00897375781538,100.00897375781538,100.02815154969639
138,2019-09-06T14:07:05,2019-09-06T16:21:23,1008,26.8,93.2,66.4,88.99356556277777,134.0264541608099,134.3000030517578,126.65,42.13,135.89055793991417,-39.74165873214286,-5.0,39.679563492063494,41.0,134.0264541608099,134.35995352570464,0,0,99.77986830652725,99.77986830652725,100.02815154969639
139,2019-09-07T03:35:04,2019-09-07T05:07:56,697,15.2,93.6,78.39999999999999,104.43715395833335,133.21065555909868,92.86666870117188,127.23,42.32,135.92948717948718,-67.46112882352942,-47.5,37.79626972740316,41.0,133.21065555909868,134.3311824604177,0,0,99.17252345395265,99.17252345395265,100.0067320984146
140,2019-09-07T14:42:39,2019-09-07T16:34:35,840,30.8,86.8,56.0,74.23057028394445,132.55458979275792,111.93333435058594,117.92,39.22,135.85253456221199,-39.76654807892857,-0.3000183,41.11488095238095,43.0,132.55458979275792,134.272039730619,0,0,98.68409632830955,98.68409632830955,99.96270158348716
141,2019-09-07T22:47:53,2019-09-07T23:41:07,400,44.8,91.2,46.400000000000006,62.28744193194446,134.24017657746649,53.233333587646484,123.92,41.22,135.87719298245614,-70.177762775,-46.70001,41.14375,43.0,134.24017657746649,134.22804231158005,0,0,99.93898013800614,99.93898013800614,99.92994643298331
142,2019-09-08T07:59:04,2019-09-08T10:35:35,1174,23.2,98.8,75.6,101.50478392944444,134.26558720825986,156.51666259765625,134.26,44.66,135.8906882591093,-38.885681683134585,-4.800018,38.47657580919932,41.0,134.26558720825986,134.25288189286317,0,0,99.95789781668401,99.95789781668401,99.94843897734508
144,2019-09-09T01:45:41,2019-09-09T03:19:37,705,24.8,98.4,73.60000000000001,97.90266068472224,133.01991940858997,93.93333435058594,133.73,44.49,135.90447154471542,-62.50539513475178,-14.60001,37.827659574468086,40.0,133.01991940858997,134.25288189286317,0,0,99.0305244128065,99.0305244128065,99.94843897734508
