method,phase,round,epoch,client_id,train_loss,val_loss,val_rmse,val_mae,is_best_round,best_round,personal_ft_best_epoch
proposed,post_agg_val,3,3,18,,-2.9123797683794965,1.961279074350993,1.8424356778462727,True,3,
proposed,post_agg_val,3,3,19,,-2.941271146841809,1.6876333951950073,1.4079679250717163,True,3,
proposed,post_agg_val,3,3,20,,-2.5087313145662833,4.6999092896779375,4.20975399017334,True,3,
proposed,fl_round,4,4,,-2.7403760427581165,,,,False,3,
proposed,post_agg_val,4,4,,-2.7403760427581165,-2.844376026753487,2.4877728274031514,2.304193793132067,False,3,
proposed,post_agg_val,4,4,01,,-2.9283712443420153,1.7162948846817017,1.5480566223462422,False,3,
proposed,post_agg_val,4,4,02,,-2.8726041537373006,2.4755518436431885,2.2102061112721763,False,3,
proposed,post_agg_val,4,4,03,,-2.6744415993160673,3.8496254285176597,3.729950745900472,False,3,
proposed,post_agg_val,4,4,04,,-2.8616545220383074,2.6110034783681235,2.5065666834513345,False,3,
proposed,post_agg_val,4,4,05,,-2.8897379831290144,2.0869698524475098,1.9290074110031128,False,3,
proposed,post_agg_val,4,4,06,,-2.819115771070976,2.849443038304647,2.7343783378601074,False,3,
proposed,post_agg_val,4,4,07,,-2.6615154499703264,4.045662959416707,3.9869302908579507,False,3,
proposed,post_agg_val,4,4,08,,-2.8407158512539334,2.5219422777493796,2.374317149321238,False,3,
proposed,post_agg_val,4,4,09,,-2.959690597782964,1.4091914494832356,1.1006938616434734,False,3,
proposed,post_agg_val,4,4,10,,-2.9791537649068403,0.9810679157574972,0.8658184806505839,False,3,
proposed,post_agg_val,4,4,11,,-2.638156168511573,4.211755990982056,4.098682880401611,False,3,
proposed,post_agg_val,4,4,12,,-2.8305300578736423,2.646826982498169,2.4687358339627585,False,3,
proposed,post_agg_val,4,4,13,,-2.77840374826311,3.062988519668579,2.7521385749181113,False,3,
proposed,post_agg_val,4,4,14,,-2.942769208840564,1.6766948302586873,1.5112466017405193,False,3,
proposed,post_agg_val,4,4,15,,-2.8318552760129476,2.102575898170471,1.9626026550928752,False,3,
proposed,post_agg_val,4,4,16,,-2.946933313951654,1.594516118367513,1.342952827612559,False,3,
proposed,post_agg_val,4,4,17,,-2.779137609085599,3.1625781853993735,2.9798662662506104,False,3,
proposed,post_agg_val,4,4,18,,-2.8863463401794434,2.057190239429474,1.9103070696194966,False,3,
proposed,post_agg_val,4,4,19,,-2.944349065291143,1.6258100668589275,1.3598204056421916,False,3,
proposed,post_agg_val,4,4,20,,-2.8254773469097847,2.8923544883728027,2.5438644091288247,False,3,
proposed,fl_round,5,5,,-2.8229816877548393,,,,False,3,
proposed,post_agg_val,5,5,,-2.8229816877548393,-2.7898963114192754,2.7723849647245355,2.531409666512398,False,3,
proposed,post_agg_val,5,5,01,,-2.8444028524406852,2.6977816422780356,2.4446058670679727,False,3,
proposed,post_agg_val,5,5,02,,-2.7228585712048186,3.607217311859131,3.321538289388021,False,3,
proposed,post_agg_val,5,5,03,,-2.222898708979289,6.024801572163899,5.96159823735555,False,3,
proposed,post_agg_val,5,5,04,,-2.849602945712434,2.641456206639608,2.502963741620382,False,3,
proposed,post_agg_val,5,5,05,,-2.9672998454281476,1.2339377999305725,0.993558406829834,False,3,
proposed,post_agg_val,5,5,06,,-2.7936363293735993,2.8760376373926797,2.7518689235051474,False,3,
proposed,post_agg_val,5,5,07,,-2.9287488409813416,1.7053187092145283,1.5850149591763814,False,3,
proposed,post_agg_val,5,5,08,,-2.958624081081814,1.310164451599121,1.1177975336710613,False,3,
proposed,post_agg_val,5,5,09,,-2.8169147760971733,2.9741450945536294,2.4921005964279175,False,3,
proposed,post_agg_val,5,5,10,,-2.9509754504390697,1.5031206607818604,1.3575816949208577,False,3,
proposed,post_agg_val,5,5,11,,-2.145427535442596,6.482295036315918,6.415642738342285,False,3,
proposed,post_agg_val,5,5,12,,-2.891660970554017,2.2388229767481485,2.0198983351389566,False,3,
proposed,post_agg_val,5,5,13,,-2.7125986051989033,3.6687204043070474,3.3417996565500894,False,3,
proposed,post_agg_val,5,5,14,,-2.8684339059137667,2.520759026209513,2.04449470837911,False,3,
proposed,post_agg_val,5,5,15,,-2.919264076823029,1.8495534261067708,1.7009111841519673,False,3,
proposed,post_agg_val,5,5,16,,-2.96771485522642,1.2611676454544067,1.0219470858573914,False,3,
proposed,post_agg_val,5,5,17,,-2.959461758102196,1.3547968864440918,1.2296996514002483,False,3,
proposed,post_agg_val,5,5,18,,-2.817765863109921,2.8902977307637534,2.7390701373418174,False,3,
proposed,post_agg_val,5,5,19,,-2.942975383944216,1.6713552474975586,1.3736286163330078,False,3,
proposed,post_agg_val,5,5,20,,-2.569342725044858,4.514408826828003,3.8132054805755615,False,3,
proposed,fl_round,6,6,,-2.8617251235935877,,,,False,3,
proposed,post_agg_val,6,6,,-2.8617251235935877,-2.8472586676916753,2.4780479814902012,2.228853357424472,False,3,
proposed,post_agg_val,6,6,01,,-2.9677849912442236,1.2566619316736858,0.9978880087534586,False,3,
proposed,post_agg_val,6,6,02,,-2.8430410252899683,2.713968833287557,2.4030735095342,False,3,
proposed,post_agg_val,6,6,03,,-2.912432353761461,2.032342513402303,1.8749299049377441,False,3,
proposed,post_agg_val,6,6,04,,-2.8500640592655215,2.6871207555135093,2.584146022796631,False,3,
proposed,post_agg_val,6,6,05,,-2.9109329848109926,1.982934554417928,1.794303019841512,False,3,
proposed,post_agg_val,6,6,06,,-2.8307563155758224,2.830042282740275,2.716244379679362,False,3,
proposed,post_agg_val,6,6,07,,-2.943138129660424,1.5277718504269917,1.3960391283035278,False,3,
proposed,post_agg_val,6,6,08,,-2.6884256966908775,3.478866775830587,3.308264891306559,False,3,
proposed,post_agg_val,6,6,09,,-2.912735644630764,2.0722334384918213,1.5477159023284912,False,3,
proposed,post_agg_val,6,6,10,,-2.9256265786424955,1.688129186630249,1.5610108971595764,False,3,
proposed,post_agg_val,6,6,11,,-2.6468882469420736,3.669817090034485,3.5176904002825418,False,3,
proposed,post_agg_val,6,6,12,,-2.8214021440137897,2.808310071627299,2.593399167060852,False,3,
proposed,post_agg_val,6,6,13,,-2.6939882952887735,3.857675790786743,3.4605534076690674,False,3,
proposed,post_agg_val,6,6,14,,-2.6834373938298857,3.9398926893870034,3.5449978510538735,False,3,
proposed,post_agg_val,6,6,15,,-2.9202349199115902,1.81036380926768,1.6706707278887432,False,3,
proposed,post_agg_val,6,6,16,,-2.9176288499670515,1.882796049118042,1.6148648262023926,False,3,
proposed,post_agg_val,6,6,17,,-2.978810541871665,1.0173122088114421,0.876883327960968,False,3,
proposed,post_agg_val,6,6,18,,-2.8479411592127377,2.736861308415731,2.5149197578430176,False,3,
proposed,post_agg_val,6,6,19,,-2.9411925868650455,1.6879392862319946,1.418859879175822,False,3,
proposed,post_agg_val,6,6,20,,-2.731228197570396,3.623217741648356,2.9545203844706216,False,3,
proposed,fl_round,7,7,,-2.8931948808837498,,,,False,3,
proposed,post_agg_val,7,7,,-2.8931948808837498,-2.807296754722705,2.7772360823854605,2.539065418417085,False,3,
proposed,post_agg_val,7,7,01,,-2.967655542027598,1.241159995396932,1.0687535802523296,False,3,
proposed,post_agg_val,7,7,02,,-2.7944232936666795,3.107551097869873,2.8166066805521646,False,3,
proposed,post_agg_val,7,7,03,,-2.823246978123983,2.75475804011027,2.5989304780960083,False,3,
proposed,post_agg_val,7,7,04,,-2.903262987858107,2.1652909914652505,2.055219531059265,False,3,
proposed,post_agg_val,7,7,05,,-2.947047431099864,1.4873700737953186,1.337536891301473,False,3,
proposed,post_agg_val,7,7,06,,-2.719050540798036,3.5602475802103677,3.4385553201039634,False,3,
proposed,post_agg_val,7,7,07,,-2.916986360955746,1.6646977265675862,1.5418981711069744,False,3,
proposed,post_agg_val,7,7,08,,-2.973176583184136,1.1347743670145671,0.9065927465756735,False,3,
proposed,post_agg_val,7,7,09,,-2.694575249630472,3.858524799346924,3.472846031188965,False,3,
proposed,post_agg_val,7,7,10,,-2.8709895455058496,2.3767074743906655,2.26881210009257,False,3,
proposed,post_agg_val,7,7,11,,-2.637510240838883,4.176219463348389,4.079223394393921,False,3,
proposed,post_agg_val,7,7,12,,-2.8952692056957043,2.2358798583348594,1.9910151958465576,False,3,
proposed,post_agg_val,7,7,13,,-2.678003102809459,3.9392303625742593,3.510451634724935,False,3,
proposed,post_agg_val,7,7,14,,-2.6628805367292556,3.998194694519043,3.5804853439331055,False,3,
proposed,post_agg_val,7,7,15,,-2.745075901568924,3.3337287505467734,3.2776294549306235,False,3,
proposed,post_agg_val,7,7,16,,-2.9586565211667852,1.3871583938598633,1.132586141427358,False,3,
proposed,post_agg_val,7,7,17,,-2.887039516283118,2.224460164705912,2.035446365674337,False,3,
proposed,post_agg_val,7,7,18,,-2.655717641980816,4.118068138758342,3.940800984700521,False,3,
proposed,post_agg_val,7,7,19,,-2.9188632754098,1.9511077801386516,1.6082862218221028,False,3,
proposed,post_agg_val,7,7,20,,-2.4840527129384267,4.966484308242798,4.285848935445149,False,3,
proposed,fl_round,8,8,,-2.9021165492128764,,,,False,3,
proposed,post_agg_val,8,8,,-2.9021165492128764,-2.804820973270368,2.7771772119857068,2.554271849110302,False,3,
proposed,post_agg_val,8,8,01,,-2.9653788246685946,1.2972793181737263,1.152165710926056,False,3,
proposed,post_agg_val,8,8,02,,-2.823639961851745,2.9134984811147056,2.618308146794637,False,3,
proposed,post_agg_val,8,8,03,,-2.8935598034328884,2.164800445238749,2.016752541065216,False,3,
proposed,post_agg_val,8,8,04,,-2.808565446308681,3.0729377269744873,2.9932401974995932,False,3,
proposed,post_agg_val,8,8,05,,-2.9495071905926182,1.5192086696624756,1.3481651743253071,False,3,
proposed,post_agg_val,8,8,06,,-2.8636893427844616,2.5524747371673584,2.403253157933553,False,3,
proposed,post_agg_val,8,8,07,,-2.758180215510916,3.3584553400675454,3.2876861095428467,False,3,
proposed,post_agg_val,8,8,08,,-2.900869601567586,2.202093243598938,1.9287639061609905,False,3,
proposed,post_agg_val,8,8,09,,-2.839444575102433,2.7182966470718384,2.2880311409632363,False,3,
proposed,post_agg_val,8,8,10,,-2.915109537354666,1.8313463131586711,1.7363066176573436,False,3,
proposed,post_agg_val,8,8,11,,-2.2916542032931715,5.909154891967773,5.847221215565999,False,3,
proposed,post_agg_val,8,8,12,,-2.5235690652278433,4.736688613891602,4.575952212015788,False,3,
proposed,post_agg_val,8,8,13,,-2.498039552757332,4.849604368209839,4.501221577326457,False,3,
proposed,post_agg_val,8,8,14,,-2.915146004837171,2.020590345064799,1.7224995692571003,False,3,
proposed,post_agg_val,8,8,15,,-2.987006440347071,0.794208844502767,0.6739371617635092,False,3,
proposed,post_agg_val,8,8,16,,-2.955704385951414,1.4092065294583638,1.2063223520914714,False,3,
proposed,post_agg_val,8,8,17,,-2.8815151931007126,2.3265544970830283,2.1299394369125366,False,3,
proposed,post_agg_val,8,8,18,,-2.7466141386150817,3.5153911113739014,3.3083019256591797,False,3,
proposed,post_agg_val,8,8,19,,-2.884614062520255,2.3603241443634033,1.9280017217000325,False,3,
proposed,post_agg_val,8,8,20,,-2.7496599180508503,3.4469401041666665,2.8885406653086343,False,3,
proposed,fl_round,9,9,,-2.922599750584913,,,,False,3,
proposed,post_agg_val,9,9,,-2.922599750584913,-2.8457002205227466,2.5253186211432714,2.2704594884264706,False,3,
proposed,post_agg_val,9,9,01,,-2.953931898004395,1.4761985937754314,1.2918736934661865,False,3,
proposed,post_agg_val,9,9,02,,-2.7205055821843507,3.700380563735962,3.401707172393799,False,3,
proposed,post_agg_val,9,9,03,,-2.900791991551717,1.8679000337918599,1.721147616704305,False,3,
proposed,post_agg_val,9,9,04,,-2.84325012639791,2.7505913575490317,2.670988162358602,False,3,
proposed,post_agg_val,9,9,05,,-2.969948762630319,1.2085201740264893,1.0620147983233135,False,3,
proposed,post_agg_val,9,9,06,,-2.927823473178343,1.764074683189392,1.6214105288187664,False,3,
proposed,post_agg_val,9,9,07,,-2.899046710196962,2.099539120992025,1.9367198944091797,False,3,
proposed,post_agg_val,9,9,08,,-2.863133288489448,2.5402914683024087,2.3380289872487388,False,3,
proposed,post_agg_val,9,9,09,,-2.869477073006008,2.5278974374135337,2.030446926752726,False,3,
proposed,post_agg_val,9,9,10,,-2.9818057139315197,0.9299770394961039,0.7610550125439962,False,3,
proposed,post_agg_val,9,9,11,,-2.747125035143913,3.5086819330851235,3.392298460006714,False,3,
proposed,post_agg_val,9,9,12,,-2.850679723840011,2.7111504077911377,2.424028476079305,False,3,
proposed,post_agg_val,9,9,13,,-2.672461501112929,3.976313749949137,3.5121261278788247,False,3,
proposed,post_agg_val,9,9,14,,-2.679676610811622,3.9564626216888428,3.502095381418864,False,3,
proposed,post_agg_val,9,9,15,,-2.9678868786406123,1.082585076491038,0.9696634411811829,False,3,
proposed,post_agg_val,9,9,16,,-2.9624752149743547,1.345425009727478,1.0882232785224915,False,3,
proposed,post_agg_val,9,9,17,,-2.727289593738058,3.524587074915568,3.377187410990397,False,3,
proposed,post_agg_val,9,9,18,,-2.822775247186051,2.949723482131958,2.7010203202565513,False,3,
proposed,post_agg_val,9,9,19,,-2.8327284217935746,2.7568647066752114,2.397356907526652,False,3,
proposed,post_agg_val,9,9,20,,-2.7407710615512544,3.5141590436299643,2.9172703425089517,False,3,
proposed,fl_round,10,10,,-2.931558652601865,,,,False,3,
proposed,post_agg_val,10,10,,-2.931558652601865,-2.8176888277298104,2.711690580384319,2.431295156900768,False,3,
proposed,post_agg_val,10,10,01,,-2.8643196574746304,2.579988161722819,2.287002960840861,False,3,
proposed,post_agg_val,10,10,02,,-2.5776474275508847,4.5299882888793945,4.251643180847168,False,3,
proposed,post_agg_val,10,10,03,,-2.814258625242445,2.973516305287679,2.8537070751190186,False,3,
proposed,post_agg_val,10,10,04,,-2.7882392967448517,3.2209420204162598,3.1587771574656167,False,3,
proposed,post_agg_val,10,10,05,,-2.9617416928502807,1.3372088273366292,1.056361973285675,False,3,
proposed,post_agg_val,10,10,06,,-2.8658675937400515,2.489171346028646,2.3320693572362265,False,3,
proposed,post_agg_val,10,10,07,,-2.9350204163409295,1.7249319553375244,1.5620008707046509,False,3,
proposed,post_agg_val,10,10,08,,-2.9239119805230036,1.9066011508305867,1.6759343544642131,False,3,
proposed,post_agg_val,10,10,09,,-2.9033340080924654,2.1748077869415283,1.6395450830459595,False,3,
proposed,post_agg_val,10,10,10,,-2.956959765161102,1.3661757310231526,1.1898720463116963,False,3,
proposed,post_agg_val,10,10,11,,-2.843023361043727,2.664016683896383,2.532366077105204,False,3,
proposed,post_agg_val,10,10,12,,-2.679087672317237,3.9715171655019126,3.7519176801045737,False,3,
proposed,post_agg_val,10,10,13,,-2.633564003952989,4.199942747751872,3.7479326725006104,False,3,
proposed,post_agg_val,10,10,14,,-2.8000206082268098,3.1294257640838623,2.5118257999420166,False,3,
proposed,post_agg_val,10,10,15,,-2.988487231797276,0.7357520461082458,0.6189690828323364,False,3,
proposed,post_agg_val,10,10,16,,-2.966376397569301,1.259487549463908,1.0428446531295776,False,3,
proposed,post_agg_val,10,10,17,,-2.95296459497461,1.5057244698206584,1.2405302127202351,False,3,
proposed,post_agg_val,10,10,18,,-2.45531596979165,5.182833353678386,4.99880329767863,False,3,
proposed,post_agg_val,10,10,19,,-2.88711381169547,2.297376791636149,1.94284987449646,False,3,
proposed,post_agg_val,10,10,20,,-2.630779990052755,4.255429267883301,3.518711805343628,False,3,
proposed,fl_round,11,11,,-2.941457022850978,,,,False,3,
proposed,post_agg_val,11,11,,-2.941457022850978,-2.764088533589651,2.9869202136035375,2.7169073720487407,False,3,
proposed,post_agg_val,11,11,01,,-2.9574033861924827,1.4375193516413372,1.2436318000157673,False,3,
proposed,post_agg_val,11,11,02,,-2.6953969823212183,3.8738396962483725,3.527792771657308,False,3,
proposed,post_agg_val,11,11,03,,-2.9574053192138674,1.4364359776178997,1.2296913067499797,False,3,
proposed,post_agg_val,11,11,04,,-2.8546343651138435,2.6771746476491294,2.5841736793518066,False,3,
proposed,post_agg_val,11,11,05,,-2.9645558490912784,1.3061363697052002,1.0976827144622803,False,3,
proposed,post_agg_val,11,11,06,,-2.8575685034764495,2.5696555773417153,2.4055192470550537,False,3,
proposed,post_agg_val,11,11,07,,-2.949905063750896,1.5464691718419392,1.3502041896184285,False,3,
proposed,post_agg_val,11,11,08,,-2.7469370799594457,3.462929089864095,3.328098773956299,False,3,
proposed,post_agg_val,11,11,09,,-2.8100077981534213,3.0420730908711753,2.480753739674886,False,3,
proposed,post_agg_val,11,11,10,,-2.9867544485695996,0.7969780564308167,0.6400875449180603,False,3,
proposed,post_agg_val,11,11,11,,-1.9244308015133471,7.278280099232991,7.225167751312256,False,3,
proposed,post_agg_val,11,11,12,,-2.7528570283923233,3.4268015225728354,3.189659039179484,False,3,
proposed,post_agg_val,11,11,13,,-2.5662814668706946,4.616265296936035,4.206594626108806,False,3,
proposed,post_agg_val,11,11,14,,-2.847161626393816,2.734160820643107,2.1108930110931396,False,3,
proposed,post_agg_val,11,11,15,,-2.9562232731455595,1.4158128102620442,1.3135422070821126,False,3,
proposed,post_agg_val,11,11,16,,-2.9597498279506875,1.3887572288513184,1.1447938084602356,False,3,
proposed,post_agg_val,11,11,17,,-2.868583873850136,2.511892875035604,2.2846444845199585,False,3,
proposed,post_agg_val,11,11,18,,-2.4248766087892144,5.316045602162679,5.137744426727295,False,3,
proposed,post_agg_val,11,11,19,,-2.6701712566139424,3.9338064988454184,3.6362573305765786,False,3,
proposed,post_agg_val,11,11,20,,-2.618454804462669,4.318078835805257,3.5738139152526855,False,3,
proposed,fl_round,12,12,,-2.946131274429583,,,,False,3,
proposed,post_agg_val,12,12,,-2.946131274429583,-2.7995653978308543,2.794750249382318,2.5291811263483024,False,3,
proposed,post_agg_val,12,12,01,,-2.9227515111995648,1.9209341208140056,1.645359754562378,False,3,
proposed,post_agg_val,12,12,02,,-2.642993400076858,4.168116807937622,3.8545186519622803,False,3,
proposed,post_agg_val,12,12,03,,-2.951649398803711,1.4991480906804402,1.3046269814173381,False,3,
proposed,post_agg_val,12,12,04,,-2.899493303619513,2.2241092522939048,2.094246029853821,False,3,
proposed,post_agg_val,12,12,05,,-2.9444203346843003,1.6362403631210327,1.406392256418864,False,3,
proposed,post_agg_val,12,12,06,,-2.938174368526442,1.6574525435765584,1.4958295226097107,False,3,
proposed,post_agg_val,12,12,07,,-2.963804952134477,1.2753286163012187,1.0773650010426838,False,3,
proposed,post_agg_val,12,12,08,,-2.9559060923258462,1.4173723260561626,1.2099515994389851,False,3,
proposed,post_agg_val,12,12,09,,-2.6891542372496233,3.897600015004476,3.438940684000651,False,3,
proposed,post_agg_val,12,12,10,,-2.969660029339431,1.1663540601730347,0.9946069320042928,False,3,
proposed,post_agg_val,12,12,11,,-2.6854603331139746,3.895374139149984,3.7972707748413086,False,3,
proposed,post_agg_val,12,12,12,,-2.6642353534698486,4.026882568995158,3.8087782859802246,False,3,
proposed,post_agg_val,12,12,13,,-2.5314828211122804,4.789835135142009,4.37882939974467,False,3,
proposed,post_agg_val,12,12,14,,-2.688992405359724,3.91574756304423,3.4196296532948813,False,3,
proposed,post_agg_val,12,12,15,,-2.9796845978794835,0.9810930291811625,0.8730023900667826,False,3,
proposed,post_agg_val,12,12,16,,-2.929158748206446,1.8484517733256023,1.6120946009953816,False,3,
proposed,post_agg_val,12,12,17,,-2.9224956761235776,1.9158590237299602,1.6665620803833008,False,3,
proposed,post_agg_val,12,12,18,,-2.646027853874745,4.133302211761475,3.9000117778778076,False,3,
proposed,post_agg_val,12,12,19,,-2.78826943751985,3.216759999593099,2.9214581648508706,False,3,
proposed,post_agg_val,12,12,20,,-2.334311117113164,5.713833491007487,5.114387035369873,False,3,
proposed,fl_round,13,13,,-2.955069962124753,,,,False,3,
proposed,post_agg_val,13,13,,-2.955069962124753,-2.778895220960091,2.9424434055588042,2.67777805913341,False,3,
proposed,post_agg_val,13,13,01,,-2.9353434043594553,1.785590688387553,1.51365061601003,False,3,
proposed,post_agg_val,13,13,02,,-2.7395599950261476,3.564210812250773,3.2352428436279297,False,3,
proposed,post_agg_val,13,13,03,,-2.8959713215298124,2.077887773513794,1.9156465729077656,False,3,
proposed,post_agg_val,13,13,04,,-2.8861502819702407,2.3612329959869385,2.2687591711680093,False,3,
proposed,post_agg_val,13,13,05,,-2.968362891025623,1.2111972570419312,1.028582016626994,False,3,
proposed,post_agg_val,13,13,06,,-2.8830604931331414,2.3669360478719077,2.156126856803894,False,3,
proposed,post_agg_val,13,13,07,,-2.9793022957253963,1.0069991548856099,0.7751805186271667,False,3,
proposed,post_agg_val,13,13,08,,-2.849279153611925,2.700298309326172,2.5316449801127114,False,3,
proposed,post_agg_val,13,13,09,,-2.662886271269425,4.062649408976237,3.6397302945454917,False,3,
proposed,post_agg_val,13,13,10,,-2.9787212604254334,0.9811830917994181,0.8137704332669576,False,3,
proposed,post_agg_val,13,13,11,,-2.3722750623175437,5.520631631215413,5.435141245524089,False,3,
proposed,post_agg_val,13,13,12,,-2.545768825631393,4.716198603312175,4.51586373647054,False,3,
proposed,post_agg_val,13,13,13,,-2.396751616452191,5.453663508097331,5.024227937062581,False,3,
proposed,post_agg_val,13,13,14,,-2.8403004629422077,2.7956565221150718,2.1531260013580322,False,3,
proposed,post_agg_val,13,13,15,,-2.990541055057589,0.6652502616246542,0.5614850223064423,False,3,
proposed,post_agg_val,13,13,16,,-2.934771650928562,1.7834177017211914,1.537671168645223,False,3,
