run_dir,method,epoch,round,train_loss,val_loss,phase,client_id,val_rmse,val_mae,is_best_round,best_round,personal_ft_best_epoch
final_fedavg_seed42,fedavg,19,19,,-2.893673968822398,post_agg_val,7.0,2.2790969212849936,2.017622192700704,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.39940101146698,post_agg_val,8.0,5.438079198201497,5.255320866902669,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-1.9300562786019368,post_agg_val,9.0,7.260359446207683,7.09286642074585,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.9653205296502043,post_agg_val,10.0,1.2858909765879314,1.1599938869476318,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.374060940235219,post_agg_val,11.0,5.551466941833496,5.470069567362468,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.816068260293258,post_agg_val,12.0,3.002705732981364,2.7883706092834477,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.9262613756162628,post_agg_val,13.0,1.8974117040634155,1.6754921674728394,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.781135618159201,post_agg_val,14.0,3.2801902294158936,2.5530733267466226,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.9888563261506307,post_agg_val,15.0,0.7259895006815592,0.5559404989083608,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.8410147004208324,post_agg_val,16.0,2.793004274368286,2.3250410556793213,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.8755554703698643,post_agg_val,17.0,2.464772383371989,2.3995259602864585,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.7620243343574877,post_agg_val,18.0,3.417632341384888,3.1348305543263755,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.597978511742786,post_agg_val,19.0,4.4468386967976885,4.097258965174357,False,3.0,
final_fedavg_seed42,fedavg,19,19,,-2.0567816274356,post_agg_val,20.0,6.817258675893148,6.042702674865723,False,3.0,
final_fedavg_seed42,fedavg,20,20,-2.9795950634512707,-2.712370235106239,post_agg_val,,3.389236781811245,3.111049061693696,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.803724445874178,post_agg_val,1.0,3.106684366861979,2.9146671295166016,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.7977179599409343,post_agg_val,2.0,3.1549607117970786,2.770217021306356,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.8048460642496744,post_agg_val,3.0,3.0982229709625244,2.9168166319529214,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.9021620229512703,post_agg_val,4.0,2.1913174788157144,1.9040858348210647,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.8972640725858043,post_agg_val,5.0,2.246688445409139,1.9999392827351887,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.6802481355120955,post_agg_val,6.0,3.967599709828695,3.804757595062256,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.903868790890308,post_agg_val,7.0,2.172194798787435,1.91249680519104,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.4340110349655157,post_agg_val,8.0,5.281617323557536,5.098453362782796,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-1.9618382422820384,post_agg_val,9.0,7.154048760732015,6.990620295206706,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.9710239213914726,post_agg_val,10.0,1.1846656600634258,1.0535359978675842,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.40270236299393,post_agg_val,11.0,5.425676663716634,5.344090620676677,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.8307658162033347,post_agg_val,12.0,2.8846685886383057,2.678692102432251,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.934116958497881,post_agg_val,13.0,1.797955592473348,1.5855238835016887,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.7954319451762517,post_agg_val,14.0,3.173972527186076,2.448796908060709,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.989846489047477,post_agg_val,15.0,0.7019304831822714,0.5348280767599741,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.853869122973943,post_agg_val,16.0,2.681394656499227,2.2080178260803223,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.8853515254126654,post_agg_val,17.0,2.371783892313639,2.3063908418019614,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.7736630875045334,post_agg_val,18.0,3.337295134862264,3.072404702504476,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.6198335200284437,post_agg_val,19.0,4.327194690704346,3.990988810857137,False,3.0,
final_fedavg_seed42,fedavg,20,20,,-2.0859786514687326,post_agg_val,20.0,6.712714831034343,5.9292426109313965,False,3.0,
final_local_seed42,local,1,0,0.0978824559737134,-0.5928577172102304,,1.0,,,,,
final_local_seed42,local,2,0,-1.2095386653280062,-2.1611171664064948,,1.0,,,,,
final_local_seed42,local,3,0,-1.9396141566366816,-2.4241254913153023,,1.0,,,,,
final_local_seed42,local,4,0,-2.2802702526987333,-2.7326214192788814,,1.0,,,,,
final_local_seed42,local,5,0,-2.50004606580538,-2.807473242031371,,1.0,,,,,
final_local_seed42,local,6,0,-2.587724364834067,-2.896429857624231,,1.0,,,,,
final_local_seed42,local,7,0,-2.693754838817895,-2.9189469562804145,,1.0,,,,,
final_local_seed42,local,8,0,-2.7512309531616084,-2.9516026883185664,,1.0,,,,,
final_local_seed42,local,9,0,-2.7970855677569357,-2.948525748675382,,1.0,,,,,
final_local_seed42,local,10,0,-2.82852584442484,-2.8840429450892198,,1.0,,,,,
final_local_seed42,local,11,0,-2.847078139889878,-2.891489316642536,,1.0,,,,,
final_local_seed42,local,12,0,-2.8765823409390547,-2.90802847282796,,1.0,,,,,
final_local_seed42,local,13,0,-2.857021503487732,-2.8631387139171487,,1.0,,,,,
final_local_seed42,local,1,0,0.0298240808478873,-0.6963408038395793,,2.0,,,,,
final_local_seed42,local,2,0,-1.3803357817709965,-2.2148117337908064,,2.0,,,,,
final_local_seed42,local,3,0,-2.014060925239786,-2.520983493628622,,2.0,,,,,
final_local_seed42,local,4,0,-2.2773373280959763,-2.6453185562326125,,2.0,,,,,
final_local_seed42,local,5,0,-2.430291746898164,-2.6945699663723217,,2.0,,,,,
final_local_seed42,local,6,0,-2.5620229935902685,-2.819187062127249,,2.0,,,,,
final_local_seed42,local,7,0,-2.641929852296486,-2.921602874242959,,2.0,,,,,
final_local_seed42,local,8,0,-2.734422770846752,-2.819435191755536,,2.0,,,,,
final_local_seed42,local,9,0,-2.791449867230938,-2.7055929688846363,,2.0,,,,,
final_local_seed42,local,10,0,-2.8159865685330483,-2.544083068350784,,2.0,,,,,
final_local_seed42,local,11,0,-2.84623403686062,-2.8681536221704564,,2.0,,,,,
final_local_seed42,local,12,0,-2.8605927359074093,-2.8413738202648005,,2.0,,,,,
final_local_seed42,local,1,0,0.2073306950095908,-0.2651105043623182,,3.0,,,,,
final_local_seed42,local,2,0,-0.5683331540890992,-1.2435645744535655,,3.0,,,,,
final_local_seed42,local,3,0,-1.616203836013991,-2.065742993884617,,3.0,,,,,
final_local_seed42,local,4,0,-2.026353826050609,-2.305676335228814,,3.0,,,,,
final_local_seed42,local,5,0,-2.213205296975291,-2.5761978181203204,,3.0,,,,,
final_local_seed42,local,6,0,-2.41016124062184,-2.759364226659139,,3.0,,,,,
final_local_seed42,local,7,0,-2.5694469345655326,-2.746603585349189,,3.0,,,,,
final_local_seed42,local,8,0,-2.658508274860608,-2.8446288691626656,,3.0,,,,,
final_local_seed42,local,9,0,-2.735261612482553,-2.926658776601156,,3.0,,,,,
final_local_seed42,local,10,0,-2.7575259529479226,-2.9407606262630885,,3.0,,,,,
final_local_seed42,local,11,0,-2.7604806135750435,-2.9525086996290417,,3.0,,,,,
final_local_seed42,local,12,0,-2.7955923573193173,-2.962073455386692,,3.0,,,,,
final_local_seed42,local,13,0,-2.810512744187025,-2.9620217408074274,,3.0,,,,,
final_local_seed42,local,14,0,-2.822653706800052,-2.9608069366878933,,3.0,,,,,
final_local_seed42,local,15,0,-2.871699124799221,-2.8690563413831924,,3.0,,,,,
final_local_seed42,local,1,0,0.1597244874705651,-0.5857690332316551,,4.0,,,,,
final_local_seed42,local,2,0,-1.3014539221484211,-2.2492660213919247,,4.0,,,,,
final_local_seed42,local,3,0,-2.091132109442878,-2.568671350719548,,4.0,,,,,
final_local_seed42,local,4,0,-2.421456143573469,-2.723573724762732,,4.0,,,,,
final_local_seed42,local,5,0,-2.6338632461534157,-2.9224392466184472,,4.0,,,,,
final_local_seed42,local,6,0,-2.7352283595463383,-2.7727051362270068,,4.0,,,,,
final_local_seed42,local,7,0,-2.771284721520328,-2.897297165974849,,4.0,,,,,
final_local_seed42,local,8,0,-2.781520246297289,-2.808382931877585,,4.0,,,,,
final_local_seed42,local,9,0,-2.8464529206044493,-2.9644418944831656,,4.0,,,,,
final_local_seed42,local,10,0,-2.8607146629863918,-2.9657450864295,,4.0,,,,,
final_local_seed42,local,11,0,-2.8738749558158627,-2.9101306470502326,,4.0,,,,,
final_local_seed42,local,12,0,-2.884030986162502,-2.925814618583487,,4.0,,,,,
final_local_seed42,local,13,0,-2.9020050055189217,-2.940798945787574,,4.0,,,,,
final_local_seed42,local,14,0,-2.8936506964231894,-2.7942531168961726,,4.0,,,,,
final_local_seed42,local,15,0,-2.907920798991141,-2.9607261569560075,,4.0,,,,,
final_local_seed42,local,1,0,0.2590994517119912,-0.4436666487899285,,5.0,,,,,
final_local_seed42,local,2,0,-1.0329547071262382,-2.1483879528285077,,5.0,,,,,
final_local_seed42,local,3,0,-1.840943073752217,-2.466497920048287,,5.0,,,,,
final_local_seed42,local,4,0,-2.2391917940185486,-2.735946137536021,,5.0,,,,,
final_local_seed42,local,5,0,-2.417229572040338,-2.8773580704772823,,5.0,,,,,
final_local_seed42,local,6,0,-2.5139810663288435,-2.866473160029455,,5.0,,,,,
final_local_seed42,local,7,0,-2.609557705348636,-2.9401284092141,,5.0,,,,,
final_local_seed42,local,8,0,-2.680957913824273,-2.8189684187518003,,5.0,,,,,
final_local_seed42,local,9,0,-2.6641062884109474,-2.7533733944513807,,5.0,,,,,
final_local_seed42,local,10,0,-2.7486548762975573,-2.9182237810669585,,5.0,,,,,
final_local_seed42,local,11,0,-2.7696745434566035,-2.613833418451094,,5.0,,,,,
final_local_seed42,local,12,0,-2.8030811421181827,-2.975001399985916,,5.0,,,,,
final_local_seed42,local,13,0,-2.800782885252365,-2.7470990633864782,,5.0,,,,,
final_local_seed42,local,14,0,-2.81831247036947,-2.893471640024225,,5.0,,,,,
final_local_seed42,local,15,0,-2.80604369685335,-2.781971515471965,,5.0,,,,,
final_local_seed42,local,1,0,0.1712672090747488,-0.3492949602362343,,6.0,,,,,
final_local_seed42,local,2,0,-0.9447763602109152,-2.355114801339641,,6.0,,,,,
final_local_seed42,local,3,0,-1.9011294960528693,-2.448588484709483,,6.0,,,,,
final_local_seed42,local,4,0,-2.256361538545295,-2.725430404562257,,6.0,,,,,
final_local_seed42,local,5,0,-2.403974937256097,-2.8069035870388217,,6.0,,,,,
final_local_seed42,local,6,0,-2.5502799852174043,-2.939435129123637,,6.0,,,,,
final_local_seed42,local,7,0,-2.6327462852735475,-2.938431686241721,,6.0,,,,,
final_local_seed42,local,8,0,-2.7060649065519318,-2.9525610707404857,,6.0,,,,,
final_local_seed42,local,9,0,-2.7532569569065157,-2.95951091980619,,6.0,,,,,
final_local_seed42,local,10,0,-2.7913379684513626,-2.7730107443973355,,6.0,,,,,
final_local_seed42,local,11,0,-2.792743432311113,-2.93447973759689,,6.0,,,,,
final_local_seed42,local,12,0,-2.840097362368134,-2.8194240956579537,,6.0,,,,,
final_local_seed42,local,13,0,-2.8497091667755567,-2.9593324808297177,,6.0,,,,,
final_local_seed42,local,14,0,-2.847205709887496,-2.9594406041804917,,6.0,,,,,
final_local_seed42,local,1,0,0.0582241101457365,-0.8014764504229769,,7.0,,,,,
final_local_seed42,local,2,0,-1.4930877547404708,-2.4219027184425514,,7.0,,,,,
final_local_seed42,local,3,0,-2.077111198072044,-2.383217469682085,,7.0,,,,,
final_local_seed42,local,4,0,-2.291728755198053,-2.7043740546449704,,7.0,,,,,
final_local_seed42,local,5,0,-2.469413343637765,-2.7928473259540314,,7.0,,,,,
final_local_seed42,local,6,0,-2.613829750134053,-2.9612703708892174,,7.0,,,,,
final_local_seed42,local,7,0,-2.674795889077381,-2.8704946507798863,,7.0,,,,,
final_local_seed42,local,8,0,-2.6952375132249418,-2.9798296948696703,,7.0,,,,,
final_local_seed42,local,9,0,-2.7764845815768098,-2.986980052704507,,7.0,,,,,
final_local_seed42,local,10,0,-2.757777851971085,-2.969394631081439,,7.0,,,,,
final_local_seed42,local,11,0,-2.808958359598435,-2.941716117047249,,7.0,,,,,
final_local_seed42,local,12,0,-2.800965784870153,-2.951370906829834,,7.0,,,,,
final_local_seed42,local,13,0,-2.860832369025359,-2.8202561550952017,,7.0,,,,,
final_local_seed42,local,14,0,-2.8600829430830275,-2.953648055867946,,7.0,,,,,
final_local_seed42,local,1,0,-0.0217943350687103,-0.8876663605372112,,8.0,,,,,
final_local_seed42,local,2,0,-1.3569981050235655,-1.7879935683144463,,8.0,,,,,
final_local_seed42,local,3,0,-1.651349612279488,-2.233602197435167,,8.0,,,,,
final_local_seed42,local,4,0,-2.009206720715234,-2.486799049377441,,8.0,,,,,
final_local_seed42,local,5,0,-2.1396500159204805,-2.5537792597876656,,8.0,,,,,
final_local_seed42,local,6,0,-2.331588774775692,-2.440933689541287,,8.0,,,,,
final_local_seed42,local,7,0,-2.470751426047358,-2.8565418921576606,,8.0,,,,,
final_local_seed42,local,8,0,-2.52900359291813,-2.6241588581932915,,8.0,,,,,
final_local_seed42,local,9,0,-2.663713271496443,-2.8597241338094075,,8.0,,,,,
final_local_seed42,local,10,0,-2.712328612325019,-2.9102770868937173,,8.0,,,,,
final_local_seed42,local,11,0,-2.749596663774178,-2.8533366500006783,,8.0,,,,,
final_local_seed42,local,12,0,-2.742107907824478,-2.5969605255126957,,8.0,,,,,
final_local_seed42,local,13,0,-2.810408575477293,-2.802491063012017,,8.0,,,,,
final_local_seed42,local,14,0,-2.825341516141917,-2.810349494086372,,8.0,,,,,
final_local_seed42,local,15,0,-2.8545782064944105,-2.9222970072428387,,8.0,,,,,
final_local_seed42,local,1,0,0.3344713409846565,-0.344688912578251,,9.0,,,,,
final_local_seed42,local,2,0,-1.015912987500193,-2.2176291299902875,,9.0,,,,,
final_local_seed42,local,3,0,-1.975314336590528,-2.462987006228903,,9.0,,,,,
final_local_seed42,local,4,0,-2.242971930591916,-2.676888053313545,,9.0,,,,,
final_local_seed42,local,5,0,-2.416620059378229,-2.7166529696920643,,9.0,,,,,
final_local_seed42,local,6,0,-2.500006377413908,-2.8884135660917862,,9.0,,,,,
final_local_seed42,local,7,0,-2.574490279824249,-2.8030810936637547,,9.0,,,,,
final_local_seed42,local,8,0,-2.602244364177332,-2.9464657306671143,,9.0,,,,,
final_local_seed42,local,9,0,-2.6464214087161664,-2.8589394175488017,,9.0,,,,,
final_local_seed42,local,10,0,-2.687240603228043,-2.846905082205068,,9.0,,,,,
final_local_seed42,local,11,0,-2.719318457832437,-2.956246405062468,,9.0,,,,,
final_local_seed42,local,12,0,-2.7428716792909325,-2.887991635695748,,9.0,,,,,
final_local_seed42,local,13,0,-2.7777656435651954,-2.9510024692701258,,9.0,,,,,
final_local_seed42,local,14,0,-2.8024742603302,-2.9520336047462794,,9.0,,,,,
final_local_seed42,local,15,0,-2.817696461262363,-2.8676220458486807,,9.0,,,,,
final_local_seed42,local,1,0,0.2563266608955038,-0.476425987541975,,10.0,,,,,
final_local_seed42,local,2,0,-1.0646222376837626,-2.1104769503051912,,10.0,,,,,
final_local_seed42,local,3,0,-1.8474238954036275,-2.306648458068694,,10.0,,,,,
final_local_seed42,local,4,0,-2.102142907523768,-2.500996123606236,,10.0,,,,,
final_local_seed42,local,5,0,-2.301326139829498,-2.814300776726037,,10.0,,,,,
final_local_seed42,local,6,0,-2.4656460658647674,-2.8791010523561256,,10.0,,,,,
final_local_seed42,local,7,0,-2.59043157320778,-2.8245185224255125,,10.0,,,,,
final_local_seed42,local,8,0,-2.684688601769316,-2.950936053865519,,10.0,,,,,
final_local_seed42,local,9,0,-2.7473616416856177,-2.988192584646407,,10.0,,,,,
final_local_seed42,local,10,0,-2.745826494274855,-2.9847063574958685,,10.0,,,,,
final_local_seed42,local,11,0,-2.7937327467876933,-2.975380092409987,,10.0,,,,,
final_local_seed42,local,12,0,-2.809259251656456,-2.9781765590361013,,10.0,,,,,
final_local_seed42,local,13,0,-2.805839172497329,-2.968295043437325,,10.0,,,,,
final_local_seed42,local,14,0,-2.860812861554462,-2.8642739387013805,,10.0,,,,,
final_local_seed42,local,1,0,0.0635285923414141,-0.748462375681451,,11.0,,,,,
final_local_seed42,local,2,0,-1.4086478698538347,-2.2058996494780194,,11.0,,,,,
final_local_seed42,local,3,0,-1.998159002168404,-2.531255255354212,,11.0,,,,,
final_local_seed42,local,4,0,-2.285421930740927,-2.834402331900089,,11.0,,,,,
final_local_seed42,local,5,0,-2.5142749165448817,-2.865722058681732,,11.0,,,,,
final_local_seed42,local,6,0,-2.6127354016804127,-2.756288072910715,,11.0,,,,,
final_local_seed42,local,7,0,-2.694351234663808,-2.7486838868323797,,11.0,,,,,
final_local_seed42,local,8,0,-2.731594310495093,-2.888642968522741,,11.0,,,,,
final_local_seed42,local,9,0,-2.7745490257366177,-2.907825845353147,,11.0,,,,,
final_local_seed42,local,10,0,-2.793623043369281,-2.5937900563503837,,11.0,,,,,
final_local_seed42,local,11,0,-2.814562724510581,-2.7806175881243766,,11.0,,,,,
final_local_seed42,local,12,0,-2.8202000582824738,-2.9720502305538097,,11.0,,,,,
final_local_seed42,local,13,0,-2.814177431916646,-2.851820888925106,,11.0,,,,,
final_local_seed42,local,14,0,-2.837233134643064,-2.656458901344461,,11.0,,,,,
final_local_seed42,local,15,0,-2.8596187214737494,-2.961659265071788,,11.0,,,,,
final_local_seed42,local,1,0,0.151847609116676,-0.8244260706399617,,12.0,,,,,
final_local_seed42,local,2,0,-1.3951470040260476,-2.1063422362009683,,12.0,,,,,
final_local_seed42,local,3,0,-1.96374458759389,-2.528293492501242,,12.0,,,,,
final_local_seed42,local,4,0,-2.3177564783299225,-2.573486424328988,,12.0,,,,,
final_local_seed42,local,5,0,-2.485073241781681,-2.755931770592405,,12.0,,,,,
final_local_seed42,local,6,0,-2.6260420636927826,-2.9575951224879216,,12.0,,,,,
final_local_seed42,local,7,0,-2.7072134139689994,-2.9072643539361787,,12.0,,,,,
final_local_seed42,local,8,0,-2.7587055733863344,-2.7910024701503287,,12.0,,,,,
final_local_seed42,local,9,0,-2.8034383225948254,-2.8386593157784983,,12.0,,,,,
final_local_seed42,local,10,0,-2.8072148272331723,-2.62222305097078,,12.0,,,,,
final_local_seed42,local,11,0,-2.790588561524736,-2.917914817207738,,12.0,,,,,
final_local_seed42,local,1,0,0.0393505979515208,-0.8343106631760124,,13.0,,,,,
final_local_seed42,local,2,0,-1.4334800295095382,-2.1071116193994746,,13.0,,,,,
final_local_seed42,local,3,0,-2.013395056031531,-2.3108393437153585,,13.0,,,,,
final_local_seed42,local,4,0,-2.254511554432536,-2.441602661802962,,13.0,,,,,
final_local_seed42,local,5,0,-2.4420093041955777,-2.5739282573665583,,13.0,,,,,
final_local_seed42,local,6,0,-2.5787818695614497,-2.8676365238052237,,13.0,,,,,
final_local_seed42,local,7,0,-2.6589886050938008,-2.92047997637912,,13.0,,,,,
final_local_seed42,local,8,0,-2.6763607731610213,-2.779760403676076,,13.0,,,,,
final_local_seed42,local,9,0,-2.7527730832130946,-2.7142933982986586,,13.0,,,,,
final_local_seed42,local,10,0,-2.7710654208044687,-2.9055403288420254,,13.0,,,,,
final_local_seed42,local,11,0,-2.822382407695249,-2.896501633498046,,13.0,,,,,
final_local_seed42,local,12,0,-2.798846211712686,-2.885674543208904,,13.0,,,,,
final_local_seed42,local,1,0,0.2433621692261808,-0.5234219363305421,,14.0,,,,,
final_local_seed42,local,2,0,-1.108711348100699,-1.8248703395370889,,14.0,,,,,
final_local_seed42,local,3,0,-1.7085982839351548,-2.2508788678498397,,14.0,,,,,
final_local_seed42,local,4,0,-2.0770363526885465,-2.536613147870629,,14.0,,,,,
final_local_seed42,local,5,0,-2.322517329160866,-2.811822840597777,,14.0,,,,,
final_local_seed42,local,6,0,-2.4756407865365007,-2.8755122096137664,,14.0,,,,,
final_local_seed42,local,7,0,-2.544952022442215,-2.9079629256662014,,14.0,,,,,
final_local_seed42,local,8,0,-2.625515004041618,-2.908780851195344,,14.0,,,,,
final_local_seed42,local,9,0,-2.7147405510030413,-2.9304036334552594,,14.0,,,,,
final_local_seed42,local,10,0,-2.74063663972777,-2.9411679833336213,,14.0,,,,,
final_local_seed42,local,11,0,-2.7669051689049926,-2.889865411066376,,14.0,,,,,
final_local_seed42,local,12,0,-2.797649594394757,-2.93371747658316,,14.0,,,,,
final_local_seed42,local,13,0,-2.823072780123104,-2.83616621937372,,14.0,,,,,
final_local_seed42,local,14,0,-2.8294034285004184,-2.8564588116333547,,14.0,,,,,
final_local_seed42,local,15,0,-2.8119850122954144,-2.90016780279379,,14.0,,,,,
final_local_seed42,local,1,0,0.3410172951895224,-0.3577966927164825,,15.0,,,,,
final_local_seed42,local,2,0,-0.693522718753582,-1.3592557182628149,,15.0,,,,,
final_local_seed42,local,3,0,-1.640206231240975,-2.2435381728641235,,15.0,,,,,
final_local_seed42,local,4,0,-2.0211768243737,-2.4160829104112658,,15.0,,,,,
final_local_seed42,local,5,0,-2.209366510675439,-2.687638801764388,,15.0,,,,,
final_local_seed42,local,6,0,-2.3382032450453623,-2.789756897404708,,15.0,,,,,
final_local_seed42,local,7,0,-2.489459520589869,-2.938969837367864,,15.0,,,,,
final_local_seed42,local,8,0,-2.5832355414435275,-2.747676007655444,,15.0,,,,,
final_local_seed42,local,9,0,-2.61071594096792,-2.931142999322375,,15.0,,,,,
final_local_seed42,local,10,0,-2.650194866655726,-2.9083915929109354,,15.0,,,,,
final_local_seed42,local,11,0,-2.710905048429162,-2.9224143607840354,,15.0,,,,,
final_local_seed42,local,12,0,-2.7346245750985854,-2.9936990066127884,,15.0,,,,,
final_local_seed42,local,13,0,-2.7761660260731547,-2.963881633558326,,15.0,,,,,
final_local_seed42,local,14,0,-2.798371763970504,-2.9807564751219355,,15.0,,,,,
final_local_seed42,local,15,0,-2.768150969813401,-2.8437348307825583,,15.0,,,,,
final_local_seed42,local,1,0,0.3347773880963468,-0.5434538024967,,16.0,,,,,
final_local_seed42,local,2,0,-1.0950829824384771,-2.0096345715603587,,16.0,,,,,
final_local_seed42,local,3,0,-1.7856033258408646,-2.3962707681170965,,16.0,,,,,
final_local_seed42,local,4,0,-2.2140479151669785,-2.7368277331530035,,16.0,,,,,
final_local_seed42,local,5,0,-2.46237348847237,-2.902548111091226,,16.0,,,,,
final_local_seed42,local,6,0,-2.588377946191664,-2.930981312767934,,16.0,,,,,
final_local_seed42,local,7,0,-2.695010920386113,-2.9780842207245906,,16.0,,,,,
final_local_seed42,local,8,0,-2.745216197996994,-2.9443370608960167,,16.0,,,,,
final_local_seed42,local,9,0,-2.7543472163340827,-2.9534536741547663,,16.0,,,,,
final_local_seed42,local,10,0,-2.8238769756163924,-2.9642366958876787,,16.0,,,,,
final_local_seed42,local,11,0,-2.829844633901893,-2.943999888533253,,16.0,,,,,
final_local_seed42,local,12,0,-2.870087015150013,-2.9391218444048346,,16.0,,,,,
final_local_seed42,local,1,0,0.5171856271109455,-0.3738062447971768,,17.0,,,,,
final_local_seed42,local,2,0,-1.0135145903456746,-1.8749341751642272,,17.0,,,,,
final_local_seed42,local,3,0,-1.666635555419878,-2.165791835185986,,17.0,,,,,
final_local_seed42,local,4,0,-2.018921468556956,-2.372618986212689,,17.0,,,,,
final_local_seed42,local,5,0,-2.218084472506998,-2.740922671009377,,17.0,,,,,
final_local_seed42,local,6,0,-2.3365704338350284,-2.7579450733995667,,17.0,,,,,
final_local_seed42,local,7,0,-2.47055903128568,-2.763979955571861,,17.0,,,,,
final_local_seed42,local,8,0,-2.5814217670603097,-2.7732405397627087,,17.0,,,,,
final_local_seed42,local,9,0,-2.6594575592782883,-2.921385746647194,,17.0,,,,,
final_local_seed42,local,10,0,-2.693297604285395,-2.944781838983729,,17.0,,,,,
final_local_seed42,local,11,0,-2.703450005128551,-2.9153583775395933,,17.0,,,,,
final_local_seed42,local,12,0,-2.789629842112885,-2.8787576046542847,,17.0,,,,,
final_local_seed42,local,13,0,-2.821444199466596,-2.9226774328572738,,17.0,,,,,
final_local_seed42,local,14,0,-2.8510246370137766,-2.9205015880474146,,17.0,,,,,
final_local_seed42,local,15,0,-2.860489183245923,-2.8272207255524715,,17.0,,,,,
final_local_seed42,local,1,0,-0.0354751458381141,-0.723609692575526,,18.0,,,,,
final_local_seed42,local,2,0,-1.3463886446490272,-2.0593673925676783,,18.0,,,,,
final_local_seed42,local,3,0,-1.9748745494956836,-2.565382190759746,,18.0,,,,,
final_local_seed42,local,4,0,-2.230145953523744,-2.714151556561102,,18.0,,,,,
final_local_seed42,local,5,0,-2.4521178998215785,-2.710320363895527,,18.0,,,,,
final_local_seed42,local,6,0,-2.58763922828899,-2.9464285571545488,,18.0,,,,,
final_local_seed42,local,7,0,-2.7138595956421674,-2.6971103056832466,,18.0,,,,,
final_local_seed42,local,8,0,-2.742927576334359,-2.357946495792183,,18.0,,,,,
final_local_seed42,local,9,0,-2.763924473611881,-2.873974003732452,,18.0,,,,,
final_local_seed42,local,10,0,-2.819444410203979,-2.865793195502887,,18.0,,,,,
final_local_seed42,local,11,0,-2.832376568374324,-2.851600757772992,,18.0,,,,,
final_local_seed42,local,1,0,0.1618277215925682,-0.3573497947865883,,19.0,,,,,
final_local_seed42,local,2,0,-0.9889343316689252,-2.172858837431511,,19.0,,,,,
final_local_seed42,local,3,0,-1.8941515259065196,-2.3809446275761696,,19.0,,,,,
final_local_seed42,local,4,0,-2.279611735049905,-2.5728631040691274,,19.0,,,,,
final_local_seed42,local,5,0,-2.427598052370005,-2.819410075128606,,19.0,,,,,
final_local_seed42,local,6,0,-2.6213584106026,-2.713801713116401,,19.0,,,,,
final_local_seed42,local,7,0,-2.6929892313704094,-2.883789214412723,,19.0,,,,,
final_local_seed42,local,8,0,-2.748314348813995,-2.722641733895361,,19.0,,,,,
final_local_seed42,local,9,0,-2.758380677936544,-2.8276546085830283,,19.0,,,,,
final_local_seed42,local,10,0,-2.7921475324809717,-2.942612147964208,,19.0,,,,,
final_local_seed42,local,11,0,-2.824957748136955,-2.641398024770011,,19.0,,,,,
final_local_seed42,local,12,0,-2.8355985769317877,-2.9294296429220554,,19.0,,,,,
final_local_seed42,local,13,0,-2.849818438563206,-2.928793339602715,,19.0,,,,,
final_local_seed42,local,14,0,-2.885761336155296,-2.8069934190902037,,19.0,,,,,
final_local_seed42,local,15,0,-2.889023557361265,-2.837136690595509,,19.0,,,,,
final_local_seed42,local,1,0,0.3477970833220923,-0.4997394580756668,,20.0,,,,,
final_local_seed42,local,2,0,-1.154464069122041,-2.132533734878608,,20.0,,,,,
final_local_seed42,local,3,0,-2.0410974326779208,-2.4860395562332287,,20.0,,,,,
final_local_seed42,local,4,0,-2.31028627571159,-2.6025667042858838,,20.0,,,,,
final_local_seed42,local,5,0,-2.504937277304546,-2.680843102193512,,20.0,,,,,
final_local_seed42,local,6,0,-2.618236056491613,-2.686014928648957,,20.0,,,,,
final_local_seed42,local,7,0,-2.687864922405629,-2.621252138002784,,20.0,,,,,
final_local_seed42,local,8,0,-2.700822415997345,-2.777116661578153,,20.0,,,,,
