client_id,raw_rows,raw_sessions_gap_based,valid_sessions,windows_total,windows_train,windows_val,windows_test,c_ref_ah,capacity_min_ah,capacity_median_ah,capacity_max_ah,soh_min_percent,soh_median_percent,soh_max_percent,capacity_outlier_count,bms_jump_count_diag,reject_too_short,reject_soc_invalid,reject_delta_soc_small_or_nonpositive,reject_soc_jump,reject_current_nan_excess,reject_capacity_invalid,npz_path,session_csv_path
1,854591,4223,2810,2784,1944,280,560,134.2473205411069,104.50521850585938,122.17894744873047,148.09544372558594,85.2451400756836,90.78585052490234,100.89315795898438,3,3,1405,0,4,3,0,1,/mnt/data/final_smoketest_fast_out2/client_01.npz,/mnt/data/final_smoketest_fast_out2/client_01_sessions.csv
